idx,prem,hyp,batch_name,uploaded_at,source_file
118,"Mi abuela solía contarme muchas historias diferentes sobre sus años de infancia y, especialmente, solía hablar sobre su familia y cómo era la vida en esa época.",Mi abuela siempre se negó a hablar sobre su infancia.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
119,"Mi abuela solía contarme muchas historias diferentes sobre sus años de infancia y, especialmente, solía hablar sobre su familia y cómo era la vida en esa época.",Mi abuela me contó muchas cosas de su familia cuando ella era chica.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
120,"Teníamos trajes completos de presión en el avión, como los que usaban los astronautas, excepto que el nuestro era totalmente plateado, plateado, con bota y todo, para reflejar el calor, por supuesto.",Nuestros trajes no se parecían en nada a los que tenían los astronautas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
121,"Teníamos trajes completos de presión en el avión, como los que usaban los astronautas, excepto que el nuestro era totalmente plateado, plateado, con bota y todo, para reflejar el calor, por supuesto.","Nuestros trajes eran los mismos que los de los astronautas, excepto para reflejar el calor, los nuestros eran plateados.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
122,"Teníamos trajes completos de presión en el avión, como los que usaban los astronautas, excepto que el nuestro era totalmente plateado, plateado, con bota y todo, para reflejar el calor, por supuesto.",Puede conseguir los trajes en cualquier color que desee.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
123,"Y lo fue, mi abuelo no fue un buen hombre.",Mi abuelo fue un idiota.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
124,"Y lo fue, mi abuelo no fue un buen hombre.",Mi abuelo era realmente racista y malvado.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
125,"Y lo fue, mi abuelo no fue un buen hombre.",¡Mi abuelo era la persona más agradable que encontrarás alguna vez!,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
126,"Son 30 o 40 aviones U2, y habíamos empezado a entrenar a pilotos chinos, pilotos británicos con ellos, justo en todo el mundo con el que éramos aliados.",No tuvimos formación con nadie.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
127,"Son 30 o 40 aviones U2, y habíamos empezado a entrenar a pilotos chinos, pilotos británicos con ellos, justo en todo el mundo con el que éramos aliados.",Entrenamos durante 5 semanas con los británicos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
128,"Son 30 o 40 aviones U2, y habíamos empezado a entrenar a pilotos chinos, pilotos británicos con ellos, justo en todo el mundo con el que éramos aliados.",Entrenamos con otros muchos soldados.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
129,"Así que, dice Bueno buscá, buscá esto en esta y esta empresa.",Ella no me habló.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
130,"Así que, dice Bueno buscá, buscá esto en esta y esta empresa.",Me dijo que buscara algo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
131,"Así que, dice Bueno buscá, buscá esto en esta y esta empresa.",Ella me dijo que buscara su información financiera.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
132,Él dijo que habían subido al norte.,Dijo que hizo algunas paradas en el camino.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
133,Él dijo que habían subido al norte.,Dijo que bajaron al sur.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
134,Él dijo que habían subido al norte.,Dijo que fueron hacia el norte.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
135,"Este, no, para ser sincero, nunca leí ninguno de los libros que se suponía tenía que leer.",No he leído ningún libro que tenga más de 100 páginas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
136,"Emm, no, para ser sincero, nunca leí ninguno de los libros que se suponía tenía que leer.",No he leído muchos libros.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
137,"Este..., no, para ser sincero, nunca leí ninguno de los libros que se suponía tenía que leer.",Leo libros todos los días.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
138,Continué y levanté el equipaje y fui a la dirección que se suponía que debía.,Dejé la bolsa y pensé que no era mi problema.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
139,Continué y levanté el equipaje y fui a la dirección que se suponía que debía.,Llevé la bolsa a su departamento.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
140,Continué y agarré el equipaje y fui a la dirección que se suponía que debía.,Llevé la bolsa a donde pertenecía.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
141,Fue un cambio de humor increíble.,Su estado de ánimo se mantuvo completamente consistente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
142,Fue un cambio de humor increíble.,Pasó de feliz a triste.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
143,Fue un cambio de humor increíble.,El estado de ánimo cambió mucho.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
144,"Me... me eligieron entre 15 personas para ir a esa escuela, y no voy a ir, no voy a ir.",No fui elegido para asistir a la escuela.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
145,"Me... me eligieron entre 15 personas para ir a esa escuela, y no voy a ir, no voy a ir.",Me eligieron para ir a esa escuela.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
146,"Me han... me eligieron entre 15 personas para ir a esa escuela, y no voy a ir, no voy a ir.",Yo era el candidato más creíble.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
147,"Tienen que atravesar una serie de cámaras de altitud, este..., pruebas antes de que comiencen incluso a volar en U2 o a volar con trajes a presión.",La mayoría de las personas desaprueban exámenes y jamás logran volar U2.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
148,"Tienen que atravesar una serie de cámaras de altitud, este..., paseos antes de que comiencen incluso a volar en U2 o a volar con trajes a presión.",Tienen que pasar por mucho entrenamiento antes de volar un U2.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
149,"Tienen que atravesar una serie de cámaras de altitud, este..., paseos antes de que comiencen incluso a volar en U2 o a volar con trajes a presión.",Solo te dejan volar U2 el primer día.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
151,Me estoy encargando de lo mismo.,Cubro las mismas cosas que las otras revistas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
152,Me estoy encargando de lo mismo.,Estoy hablando de las mismas cosas que ellos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
156,Si hubiese algo que pudiera hacer.,Yo podía hacer algo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
157,Si hubiese algo que pudiera hacer.,Sabía que no había nada que yo pudiera hacer.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
158,Si hubiese algo que pudiera hacer.,Creo que pude haber hecho algo para salvarle.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
159,"Odiaba eso, y solía contarle a su hermana todos los días, decía eso, que lo estás haciendo mal.",Ella siempre alentó a su hermana.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
160,"Odiaba eso, y solía contarle a su hermana todos los días, decía eso, que lo estás haciendo mal.",Dejó claro que su hermana no sabía hacer nada bien.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
161,"Odiaba eso, y solía contarle a su hermana todos los días, decía eso, que lo estás haciendo mal.",Ella fue muy crítica con su hermana.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
162,Así que fui a su casa y luego llamé a este número al que se suponía que debía llamar cuando llegué ahí.,Agarré su teléfono prestado para hacer la llamada.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
163,Así que fui a su casa y luego llamé a este número al que se suponía que debía llamar cuando llegué ahí.,Llamé al número cuando llegué a su casa.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
164,Así que fui a su casa y luego llamé a este número al que se suponía que debía llamar cuando llegué ahí.,"Se suponía que llamaría, pero no lo hice.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
165,"Bueno, llego ahí esta mañana y, este..., olvido cómo... Creo que hice una pregunta, o él entró, o yo qué sé.","Hoy no fui, así que no lo vi.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
166,"Bueno, llego ahí esta mañana y, este, olvido cómo... Creo que hice una pregunta, o él entró, o yo qué sé.",Me presenté en el gimnasio hoy y él vino más tarde y me saludó.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
167,"Bueno, llego ahí esta mañana y, este, olvido cómo... Creo que hice una pregunta, o él entró, o yo qué sé.",Me presenté esta mañana y él vino también.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
168,No sabíamos a donde iban.,No sabíamos adónde viajaba el grupo en la interestatal.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
169,No sabíamos a donde iban.,No sabíamos a dónde viajaba la gente.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
170,No sabíamos a donde iban.,sabíamos hacia dónde se dirigían.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
171,"Pero yo estaba como, olvidate, me voy a comer el almuerzo. Tenía hambre.",No tenía apetito en absoluto.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
172,"Pero yo estaba como, olvidalo, me voy a comer el almuerzo. Tenía hambre.","Tenía hambre, así que decidí comerme mi almuerzo.",xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
173,"Pero yo estaba como, olvídalo, me voy a comer el almuerzo. Tenía hambre.","Me moría de hambre, así que fui a la cafetería.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
174,"Así que, dejame decirte que hoy llegué al punto en el que estuve a punto de renunciar.",Casi termino renunciando.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
175,"Así que, dejame decirte que hoy llegué al punto en el que estuve a punto de renunciar.",Me habían causado tanto dolor que no podía soportarlo más.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
176,"Así que, dejame decirte que hoy llegué al punto en el que estuve a punto de renunciar.",Nunca se me pasó por la cabeza renunciar.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
177,"Nació en mil ochocientos ochenta y algo, pudo haber sido en 1888 o 1889.",Nació antes de 1900.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
178,"Nació en mil ochocientos ochenta y algo, pudo haber sido en 1888 o 1889.",Nació en diciembre de 1880.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
179,"Nació en mil ochocientos ochenta y algo, pudo haber sido en 1888 o 1889.",Él no nació hasta 1984.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
180,Será mejor que baje un poco el chico tornillo porque podrías lastimar los pulmones de una persona fácilmente.,Ese tornillo puede dañar los pulmones de alguien.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
181,Será mejor que baje un poco el chico tornillo porque podrías lastimar los pulmones de una persona fácilmente.,"El tornillo no corre peligro, así que apretalo tanto como quieras.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
182,Será mejor que baje un poco el tornillo chico porque podrías lastimar los pulmones de una persona fácilmente.,El tornillo entra en la tráquea y puede dañar los pulmones.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
183,"Recibí órdenes para irme a Del Rio, TX, así que cuando llegué ahí, bueno, me enteré de que tenía que irme a la base de Laughlin Air Force Base.","Me mandaron a Del Rio, Texas para trabajar.",xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
184,"Recibí órdenes para irme a Del Rio, TX, así que cuando llegué ahí, bueno, me enteré de que tenía que irme a la base de Laughlin Air Force Base.",Nunca he ido a Texas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
185,"Recibí órdenes para irme a Del Rio, TX, así que cuando llegué ahí, bueno, me enteré de que tenía que irme a la base de Laughlin Air Force.","Las fuerzas aéreas me mandaron a Del Rio, TX en 2001.",xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
186,"Todo el mundo se sirve champán, pero no todos se terminan lo que se sirven; lo que queda en las copas se lo beben los chicos, así que ahí estábamos nosotros, dando vueltas y bebiendo todo ese champán.",Los chicos bebieron 3 botellas de champaña.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
187,"Todo el mundo se sirve champán, pero no todos se terminan lo que se sirven; lo que queda en las copas se lo beben los niños, así que ahí estábamos nosotros, dando vueltas y bebiendo todo ese champán.",Los niños bebieron un poco de champán.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
188,"Todo el mundo se sirve champán, pero no todos se terminan lo que se sirven; lo que queda en las copas se lo beben los chicos, así que ahí estábamos nosotros, dando vueltas y bebiendo todo ese champán.",Toda la fiesta estaba seca y no se sirvió alcohol.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
189,Hay muchas historias en la ciudad desnuda.,No he escuchado ninguna historia,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
190,Hay muchas historias en la ciudad desnuda.,Hay muchas historias sobre los militares.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
